,Data,Tensão R,Corrente R,FP R,Tensão S,Corrente S,FP S,Tensão T,Corrente T,FP T,Pot R KVA,Pot S KVA,Pot T KVA,Pot R KW,Pot S KW,Pot T KW,Pot R KVAr,Pot S KVAr,Pot T KVAr,Pot R KVAr faltante,Pot S KVAr faltante,Pot T KVAr faltante
2889,2019-07-07 13:06:41,222.28,11.9,0.94,219.67,1.47,0.09,220.25,9.02,0.41,4.5815,0.55931,3.44099,4.30661,0.05034,1.4108,1.56309,0.55704,3.13847,-0.23248,0.33783,1.78989
2890,2019-07-07 13:06:50,222.25,16.75,1.0,219.39,13.85,0.66,220.09,11.92,0.47,6.44788,5.26293,4.54399,6.44788,3.47353,2.13567,0.0,3.95385,4.01083,-2.52704,1.89122,2.22995
2891,2019-07-07 13:07:01,222.42,11.2,0.93,219.59,1.47,0.09,220.34,1.57,0.41,4.31472,0.5591,0.59917,4.01269,0.05032,0.24566,1.58592,0.55683,0.5465,-0.1051,0.33771,0.31167
2892,2019-07-07 13:07:11,222.28,11.52,0.93,219.75,5.25,0.12,220.17,18.25,1.0,4.4352,1.99825,6.95956,4.12474,0.23979,6.95956,1.6302,1.98381,0.0,-0.10804,1.20066,-2.72758
2893,2019-07-07 13:07:20,222.45,2.6,0.93,219.73,1.47,0.09,220.32,1.62,0.43,1.00177,0.55946,0.6182,0.93164,0.05035,0.26583,0.36821,0.55719,0.55813,-0.0244,0.33793,0.31585
2894,2019-07-07 13:07:30,222.37,9.17,0.94,219.56,7.5,0.09,220.2,12.95,0.43,3.53188,2.85217,4.9391,3.31997,0.2567,2.12381,1.20499,2.84059,4.45916,-0.17922,1.72278,2.52344
2895,2019-07-07 13:07:40,222.5,2.8,0.93,219.64,1.45,0.09,220.37,1.7,0.41,1.07907,0.55162,0.64888,1.00353,0.04965,0.26604,0.39662,0.54938,0.59183,-0.02628,0.33319,0.33752
2896,2019-07-07 13:07:50,222.25,17.5,1.0,219.6,7.7,0.15,220.28,14.65,1.0,6.7366,2.92876,5.5895,6.7366,0.43931,5.5895,0.0,2.89562,0.0,-2.6402,1.74779,-2.19063
2897,2019-07-07 13:08:00,222.35,11.52,0.94,219.53,1.47,0.09,220.37,4.6,0.43,4.4366,0.55895,1.75578,4.1704,0.05031,0.75499,1.51365,0.55668,1.58517,-0.22513,0.33762,0.89705
2898,2019-07-07 13:08:10,222.32,15.97,1.0,219.39,6.92,0.13,220.2,12.35,0.45,6.14956,2.62956,4.71026,6.14956,0.34184,2.11962,0.0,2.60725,4.2064,-2.41013,1.57667,2.36036
2899,2019-07-07 13:08:20,222.48,3.75,0.93,219.53,1.5,0.09,220.25,1.62,0.43,1.44505,0.57036,0.618,1.3439,0.05133,0.26574,0.53114,0.56804,0.55795,-0.0352,0.34451,0.31574
2900,2019-07-07 13:08:30,222.32,8.82,0.94,219.45,6.12,0.09,220.14,10.35,0.43,3.39631,2.3262,3.94639,3.19253,0.20936,1.69695,1.15874,2.31676,3.56291,-0.17234,1.40508,2.01625
2901,2019-07-07 13:08:40,222.5,2.52,0.94,219.53,1.47,0.09,220.28,1.6,0.41,0.97116,0.55895,0.61046,0.91289,0.05031,0.25029,0.33134,0.55668,0.55679,-0.04928,0.33762,0.31754
2902,2019-07-07 13:08:50,222.32,4.95,0.94,219.5,9.62,0.09,220.03,13.52,0.43,1.90609,3.65738,5.15251,1.79173,0.32916,2.21558,0.65031,3.64254,4.65184,-0.09672,2.20914,2.63247
2903,2019-07-07 13:09:00,222.42,2.6,0.94,219.42,1.47,0.09,220.17,1.62,0.41,1.00163,0.55867,0.61778,0.94153,0.05028,0.25329,0.34173,0.5564,0.56347,-0.05083,0.33745,0.32135
2904,2019-07-07 13:09:10,222.46,9.67,1.0,219.28,15.35,1.0,220.12,7.55,0.41,3.72597,5.82999,2.87851,3.72597,5.82999,1.18019,0.0,0.0,2.62544,-1.46027,-2.28488,1.4973
2905,2019-07-07 13:09:20,222.59,2.6,0.94,219.39,13.5,0.71,220.23,1.67,0.43,1.0024,5.12993,0.63702,0.94225,3.64225,0.27392,0.34199,3.6125,0.57512,-0.05087,1.60199,0.32546
2907,2019-07-07 13:09:40,222.53,2.52,0.93,219.48,7.32,0.09,220.21,5.92,0.41,0.97129,2.7827,2.25798,0.9033,0.25044,0.92577,0.35701,2.77141,2.05947,-0.02366,1.68082,1.17453
2909,2019-07-07 13:10:00,222.42,2.5,0.94,219.53,1.45,0.09,220.34,1.57,0.43,0.96311,0.55134,0.59917,0.90532,0.04962,0.25765,0.32859,0.54911,0.54095,-0.04887,0.33302,0.30612
2910,2019-07-07 13:10:10,222.31,9.07,0.94,219.53,9.77,0.77,220.06,18.95,1.0,3.49242,3.71492,7.22289,3.28288,2.86049,7.22289,1.19153,2.37028,0.0,-0.17722,0.91434,-2.83078
2911,2019-07-07 13:10:20,222.42,2.62,0.93,219.53,1.45,0.09,220.23,5.1,0.41,1.00934,0.55134,1.94539,0.93868,0.04962,0.79761,0.37099,0.54911,1.77436,-0.02459,0.33302,1.01193
2912,2019-07-07 13:10:30,222.34,14.17,1.0,219.37,14.02,1.0,220.1,13.27,0.47,5.45693,5.32704,5.05885,5.45693,5.32704,2.37766,0.0,0.0,4.46527,-2.13867,-2.08776,2.48262
2913,2019-07-07 13:10:40,222.25,17.22,1.0,219.42,1.5,0.13,220.39,1.57,0.45,6.62881,0.57007,0.59931,6.62881,0.07411,0.26969,0.0,0.56523,0.5352,-2.59795,0.34181,0.30032
2914,2019-07-07 13:10:50,222.28,21.0,1.0,219.21,12.65,1.0,220.23,9.07,0.46,8.08501,4.80299,3.45975,8.08501,4.80299,1.59148,0.0,0.0,3.07198,-3.16866,-1.88238,1.71604
2915,2019-07-07 13:11:00,222.25,17.32,1.0,219.39,1.5,0.13,220.37,1.62,0.45,6.6673,0.56999,0.61834,6.6673,0.0741,0.27825,0.0,0.56515,0.5522,-2.61304,0.34176,0.30986
2916,2019-07-07 13:11:10,222.39,13.85,0.98,219.39,11.4,1.0,220.07,13.2,0.45,5.33489,4.33194,5.03148,5.22819,4.33194,2.26416,1.06163,0.0,4.49325,-1.02921,-1.69777,2.52132
2917,2019-07-07 13:11:20,222.7,2.62,0.94,219.39,11.75,0.09,220.23,1.65,0.43,1.01061,4.46494,0.62939,0.94997,0.40184,0.27064,0.34479,4.44682,0.56823,-0.05128,2.69693,0.32156
2918,2019-07-07 13:11:30,222.57,7.65,1.0,219.28,23.57,1.0,219.98,14.87,0.44,2.94909,8.95198,5.66572,2.94909,8.95198,2.49291,0.0,0.0,5.0878,-1.1558,-3.50845,2.8673
2919,2019-07-07 13:11:40,222.7,2.52,0.93,219.35,13.42,0.09,220.14,1.6,0.41,0.97203,5.0986,0.61007,0.90399,0.45887,0.25013,0.35728,5.07791,0.55644,-0.02368,3.07967,0.31734
2920,2019-07-07 13:11:50,222.56,8.15,1.0,219.28,18.6,1.0,220.06,10.05,0.43,3.1417,7.06436,3.83061,3.1417,7.06436,1.64716,0.0,0.0,3.45838,-1.23129,-2.76865,1.9571
2921,2019-07-07 13:12:00,222.62,2.5,0.94,219.37,8.65,0.09,220.14,1.57,0.43,0.96397,3.28665,0.59863,0.90613,0.2958,0.25741,0.32888,3.27332,0.54046,-0.04892,1.98522,0.30585
2923,2019-07-07 13:12:20,222.53,2.77,0.95,219.5,3.95,0.09,220.2,2.15,0.41,1.06765,1.50173,0.82,1.01427,0.13516,0.3362,0.33337,1.49564,0.74791,-0.08506,0.90708,0.42654
2925,2019-07-07 13:12:40,222.85,2.55,0.97,219.03,25.12,1.0,219.96,2.02,0.43,0.98427,9.5298,0.76958,0.95474,9.5298,0.33092,0.23928,0.0,0.6948,-0.14647,-3.7349,0.39319
2927,2019-07-07 13:13:00,222.75,8.25,1.0,218.96,37.02,1.0,219.92,9.7,0.43,3.18297,14.03983,3.69485,3.18297,14.03983,1.58879,0.0,0.0,3.33582,-1.24746,-5.50247,1.88774
2929,2019-07-07 13:13:20,222.67,2.57,0.94,219.32,26.15,0.09,220.12,3.95,0.41,0.99119,9.93369,1.50597,0.93172,0.89403,0.61745,0.33817,9.89338,1.37358,-0.0503,6.00018,0.78336
2931,2019-07-07 13:13:40,222.59,2.82,0.94,219.32,13.17,0.09,220.06,3.17,0.43,1.08721,5.00293,1.20826,1.02198,0.45026,0.51955,0.37093,4.98263,1.09085,-0.05517,3.02189,0.61731
2933,2019-07-07 13:14:00,222.64,2.52,0.94,219.34,13.02,0.09,220.07,3.75,0.43,0.97177,4.9464,1.4294,0.91347,0.44518,0.61464,0.33154,4.92633,1.2905,-0.04931,2.98774,0.73029
2935,2019-07-07 13:14:20,222.67,2.55,0.94,219.25,19.4,0.09,220.03,3.97,0.41,0.98347,7.36719,1.51298,0.92446,0.66305,0.62032,0.33554,7.33729,1.37997,-0.04991,4.44996,0.787
2937,2019-07-07 13:14:40,222.64,2.95,0.94,219.2,21.97,0.09,219.96,5.02,0.43,1.13759,8.34125,1.91253,1.06933,0.75071,0.82239,0.38812,8.3074,1.72669,-0.05773,5.03831,0.97713
2939,2019-07-07 13:15:01,222.82,2.95,1.0,218.92,37.2,1.0,219.81,6.65,0.43,1.13851,14.10552,2.5318,1.13851,14.10552,1.08867,0.0,0.0,2.28578,-0.4462,-5.52821,1.29352
2941,2019-07-07 13:15:20,222.39,12.85,1.0,219.31,15.77,1.0,220.14,13.35,0.44,4.9497,5.99033,5.09027,4.9497,5.99033,2.23972,0.0,0.0,4.57105,-1.93988,-2.34772,2.57608
2943,2019-07-07 13:15:40,222.39,9.87,0.94,219.5,12.57,0.09,220.07,18.87,0.44,3.80183,4.77893,7.19272,3.57372,0.4301,3.1648,1.29709,4.75953,6.45905,-0.19292,2.88658,3.64009
2945,2019-07-07 13:16:00,222.45,5.35,0.93,219.28,16.57,0.12,219.89,14.1,1.0,2.06133,6.29335,5.37014,1.91703,0.7552,5.37014,0.75766,6.24788,0.0,-0.05021,3.7814,-2.10465
2947,2019-07-07 13:16:20,222.46,9.72,0.94,219.39,14.62,0.14,220.1,13.17,1.0,3.74523,5.55552,5.02073,3.52052,0.77777,5.02073,1.27778,5.50081,0.0,-0.19005,3.3235,-1.96771
2949,2019-07-07 13:16:40,222.42,7.67,0.94,219.5,8.27,0.09,220.12,10.67,0.94,2.95481,3.14413,4.06803,2.77752,0.28297,3.82395,1.00811,3.13137,1.38791,-0.14994,1.89913,-0.20643
2950,2019-07-07 13:16:50,222.12,20.4,1.0,219.42,4.42,0.14,220.23,14.72,1.0,7.84835,1.67981,5.61494,7.84835,0.23517,5.61494,0.0,1.66326,0.0,-3.07591,1.00492,-2.2006
2951,2019-07-07 13:17:00,222.45,3.42,0.94,219.64,1.37,0.12,220.2,10.75,0.96,1.31771,0.52119,4.10002,1.23865,0.06254,3.93602,0.44957,0.51742,1.14801,-0.06687,0.31316,-0.45887
2953,2019-07-07 13:17:20,222.35,6.82,0.94,219.39,3.2,0.12,220.07,12.22,1.0,2.62653,1.21598,4.65793,2.46894,0.14592,4.65793,0.8961,1.2072,0.0,-0.13328,0.73063,-1.82553
2957,2019-07-07 13:18:00,222.21,23.25,1.0,219.42,6.87,0.15,220.31,13.47,1.0,8.94844,2.61092,5.13999,8.94844,0.39164,5.13999,0.0,2.58138,0.0,-3.50706,1.55811,-2.01446
2958,2019-07-07 13:18:10,222.31,13.15,1.0,219.7,8.3,0.16,220.03,26.1,1.0,5.06344,3.15841,9.94679,5.06344,0.50535,9.94679,0.0,3.11772,0.0,-1.98445,1.87988,-3.89833
2959,2019-07-07 13:18:20,222.03,22.65,1.0,219.5,1.52,0.15,220.23,15.62,1.0,8.71045,0.57788,5.95824,8.71045,0.08668,5.95824,0.0,0.57134,0.0,-3.41378,0.34486,-2.33514
2960,2019-07-07 13:18:30,222.17,13.65,1.0,219.67,2.37,0.16,219.85,26.2,1.0,5.25265,0.90174,9.97673,5.25265,0.14428,9.97673,0.0,0.89012,0.0,-2.05861,0.53671,-3.91007
2961,2019-07-07 13:18:40,222.1,22.97,1.0,219.53,1.47,0.15,220.2,13.27,1.0,8.83629,0.55895,5.06115,8.83629,0.08384,5.06115,0.0,0.55262,0.0,-3.46311,0.33356,-1.98356
2963,2019-07-07 13:19:00,222.12,22.62,1.0,219.25,12.55,0.15,220.09,12.2,1.0,8.70244,4.76589,4.65073,8.70244,0.71488,4.65073,0.0,4.71197,0.0,-3.41064,2.84413,-1.8227
2965,2019-07-07 13:19:20,222.1,22.67,1.0,219.46,5.6,0.15,220.25,12.32,1.0,8.72089,2.12865,4.69989,8.72089,0.3193,4.69989,0.0,2.10457,0.0,-3.41788,1.27031,-1.84197
2966,2019-07-07 13:19:30,221.84,37.22,1.0,219.32,3.82,0.16,220.35,15.35,1.0,14.30134,1.45112,5.85844,14.30134,0.23218,5.85844,0.0,1.43242,0.0,-5.60496,0.8637,-2.29603
2967,2019-07-07 13:19:40,222.0,27.97,1.0,219.39,1.52,0.15,220.32,12.17,1.0,10.75489,0.57759,4.64414,10.75489,0.08664,4.64414,0.0,0.57106,0.0,-4.21504,0.34469,-1.82012
2968,2019-07-07 13:19:50,221.82,40.12,1.0,219.6,1.55,0.19,220.34,27.05,1.0,15.41424,0.58956,10.32336,15.41424,0.11202,10.32336,0.0,0.57882,0.0,-6.04113,0.34776,-4.04592
2969,2019-07-07 13:20:00,222.03,26.42,1.0,219.53,1.47,0.15,220.31,12.47,1.0,10.16027,0.55895,4.7584,10.16027,0.08384,4.7584,0.0,0.55262,0.0,-3.98199,0.33356,-1.86491
2971,2019-07-07 13:20:20,222.2,24.85,1.0,219.39,11.32,0.15,220.21,13.07,1.0,9.56381,4.30154,4.98509,9.56381,0.64523,4.98509,0.0,4.25287,0.0,-3.74823,2.56702,-1.95375
2973,2019-07-07 13:20:40,222.12,22.37,1.0,219.5,4.75,0.15,220.25,10.7,1.0,8.60626,1.80588,4.08188,8.60626,0.27088,4.08188,0.0,1.78545,0.0,-3.37295,1.07769,-1.59976
2974,2019-07-07 13:20:50,222.1,20.17,1.0,219.57,1.5,0.15,220.14,15.25,1.0,7.75917,0.57046,5.81473,7.75917,0.08557,5.81473,0.0,0.56401,0.0,-3.04096,0.34043,-2.2789
2975,2019-07-07 13:21:00,222.12,22.45,1.0,219.57,1.55,0.15,220.23,12.22,1.0,8.63703,0.58947,4.66131,8.63703,0.08842,4.66131,0.0,0.58281,0.0,-3.38501,0.35178,-1.82685
2976,2019-07-07 13:21:10,222.06,29.85,1.0,219.67,1.55,0.15,220.31,16.37,1.0,11.48088,0.58974,6.2466,11.48088,0.08846,6.2466,0.0,0.58307,0.0,-4.49957,0.35194,-2.44816
2977,2019-07-07 13:21:20,222.07,22.52,1.0,219.53,1.47,0.15,220.21,12.3,1.0,8.66201,0.55895,4.6914,8.66201,0.08384,4.6914,0.0,0.55262,0.0,-3.3948,0.33356,-1.83865
2978,2019-07-07 13:21:30,221.96,35.75,1.0,219.48,6.62,0.17,220.14,22.2,1.0,13.74394,2.5166,8.46472,13.74394,0.42782,8.46472,0.0,2.47996,0.0,-5.3865,1.49366,-3.31748
2979,2019-07-07 13:21:40,222.17,20.35,1.0,219.62,1.5,0.13,220.17,12.47,1.0,7.83088,0.57059,4.75538,7.83088,0.07418,4.75538,0.0,0.56575,0.0,-3.06906,0.34212,-1.86372
2981,2019-07-07 13:22:00,222.09,22.37,1.0,219.53,5.62,0.15,220.2,14.9,1.0,8.60509,2.13693,5.68282,8.60509,0.32054,5.68282,0.0,2.11276,0.0,-3.37249,1.27525,-2.2272
2982,2019-07-07 13:22:10,222.09,16.45,1.0,219.59,6.3,0.16,219.92,24.3,1.0,6.32784,2.39615,9.25618,6.32784,0.38338,9.25618,0.0,2.36528,0.0,-2.48,1.42618,-3.62767
2983,2019-07-07 13:22:20,221.95,22.35,1.0,219.53,1.52,0.15,220.12,13.95,1.0,8.59198,0.57796,5.31856,8.59198,0.08669,5.31856,0.0,0.57142,0.0,-3.36736,0.34491,-2.08444
2984,2019-07-07 13:22:30,221.92,20.35,1.0,219.6,2.22,0.16,219.98,17.32,1.0,7.82207,0.8444,6.59921,7.82207,0.1351,6.59921,0.0,0.83352,0.0,-3.06561,0.50258,-2.58635
2985,2019-07-07 13:22:40,222.14,11.77,0.94,219.57,1.42,0.12,219.98,12.1,1.0,4.5286,0.54004,4.6103,4.25688,0.0648,4.6103,1.54504,0.53613,0.0,-0.2298,0.32448,-1.80686
2987,2019-07-07 13:23:00,222.28,13.67,0.94,219.42,8.2,0.09,220.03,6.72,0.89,5.26295,3.11638,2.56101,4.94718,0.28047,2.2793,1.79559,3.10374,1.16772,-0.26706,1.88237,0.16401
2989,2019-07-07 13:23:20,222.39,5.5,0.94,219.64,2.65,0.09,220.03,9.67,0.91,2.11855,1.00813,3.68527,1.99144,0.09073,3.35359,0.72279,1.00404,1.52794,-0.1075,0.60894,0.08362
2990,2019-07-07 13:23:31,222.28,15.17,0.93,219.56,11.45,0.12,220.0,16.07,1.0,5.84045,4.35431,6.12349,5.43162,0.52252,6.12349,2.14671,4.32285,0.0,-0.14227,2.61631,-2.39991
2991,2019-07-07 13:23:41,222.42,2.5,0.94,219.64,1.4,0.09,219.98,8.22,0.91,0.96311,0.5326,3.13196,0.90532,0.04793,2.85008,0.32859,0.53044,1.29853,-0.04887,0.3217,0.07106
2992,2019-07-07 13:23:50,222.17,11.87,1.0,219.67,2.42,0.16,219.84,25.57,1.0,4.56769,0.92076,9.73639,4.56769,0.14732,9.73639,0.0,0.9089,0.0,-1.79016,0.54804,-3.81587
2993,2019-07-07 13:24:00,222.42,2.8,0.94,219.59,1.47,0.09,219.89,9.92,0.92,1.07868,0.5591,3.77814,1.01396,0.05032,3.47589,0.36802,0.55683,1.48072,-0.05474,0.33771,0.0
2994,2019-07-07 13:24:10,222.21,14.57,1.0,219.64,7.95,0.16,219.95,20.75,1.0,5.60769,3.0244,7.90501,5.60769,0.4839,7.90501,0.0,2.98544,0.0,-2.19776,1.80012,-3.09812
2995,2019-07-07 13:24:20,222.2,17.22,1.0,219.53,1.52,0.13,220.2,6.55,0.92,6.62732,0.57796,2.49815,6.62732,0.07513,2.2983,0.0,0.57306,0.97907,-2.59737,0.34654,0.0
2996,2019-07-07 13:24:30,222.0,22.82,1.0,219.6,5.5,0.17,220.03,23.35,1.0,8.77464,2.09197,8.89876,8.77464,0.35564,8.89876,0.0,2.06152,0.0,-3.43894,1.24164,-3.48759
2997,2019-07-07 13:24:40,222.31,7.42,0.94,219.62,1.5,0.09,219.98,10.2,0.89,2.85709,0.57059,3.88637,2.68566,0.05135,3.45887,0.97477,0.56827,1.77203,-0.14498,0.34465,0.24889
2999,2019-07-07 13:25:00,222.37,2.77,0.94,219.6,2.17,0.11,219.89,12.5,0.89,1.06688,0.82538,4.76076,1.00287,0.09079,4.23707,0.36399,0.82037,2.17072,-0.05414,0.49689,0.30489
3000,2019-07-07 13:25:10,222.17,15.12,1.0,219.64,6.95,0.15,220.0,22.62,1.0,5.81832,2.64397,8.61938,5.81832,0.3966,8.61938,0.0,2.61406,0.0,-2.28031,1.57784,-3.37809
3001,2019-07-07 13:25:20,222.2,10.42,0.94,219.62,1.45,0.09,220.1,12.12,0.9,4.01026,0.55157,4.62044,3.76964,0.04964,4.1584,1.3682,0.54933,2.014,-0.2035,0.33316,0.20317
3002,2019-07-07 13:25:30,222.21,16.47,1.0,219.59,9.17,0.17,219.96,22.25,1.0,6.33896,3.48773,8.47685,6.33896,0.59291,8.47685,0.0,3.43696,0.0,-2.48435,2.07006,-3.32223
3003,2019-07-07 13:25:40,222.35,6.92,0.94,219.7,1.45,0.09,220.31,3.92,0.41,2.66504,0.55177,1.49583,2.50514,0.04966,0.61329,0.90924,0.54953,1.36432,-0.13523,0.33328,0.77808
3004,2019-07-07 13:25:50,222.34,6.77,0.94,219.62,7.47,0.11,220.0,14.8,1.0,2.60716,2.84154,5.63956,2.45073,0.31257,5.63956,0.88949,2.82429,0.0,-0.1323,1.71064,-2.21025
3005,2019-07-07 13:26:00,222.39,2.87,0.94,219.62,1.57,0.09,220.14,5.05,0.43,1.1055,0.59722,1.92553,1.03917,0.05375,0.82798,0.37717,0.59479,1.73843,-0.0561,0.36073,0.98378
3007,2019-07-07 13:26:20,222.42,6.82,0.94,219.39,13.35,0.09,220.17,3.45,0.43,2.62736,5.07293,1.31564,2.46971,0.45656,0.56573,0.89639,5.05234,1.1878,-0.13332,3.06417,0.67218
3009,2019-07-07 13:26:40,222.67,2.52,0.96,219.45,14.35,0.94,220.12,2.12,0.42,0.9719,5.45441,0.80827,0.93303,5.12715,0.33947,0.27213,1.86091,0.73352,-0.10877,-0.27678,0.41675
3011,2019-07-07 13:27:00,222.7,2.87,0.93,219.73,7.52,0.09,220.39,2.32,0.43,1.10704,2.86199,0.88561,1.02955,0.25758,0.38081,0.4069,2.85037,0.79955,-0.02697,1.72871,0.45247
3012,2019-07-07 13:27:10,222.67,15.52,1.0,219.75,16.05,1.0,220.42,15.7,0.47,5.98569,6.10892,5.99392,5.98569,6.10892,2.81714,0.0,0.0,5.29064,-2.3459,-2.3942,2.94151
3013,2019-07-07 13:27:20,222.7,17.27,1.0,219.89,4.75,0.13,220.75,1.57,0.47,6.66152,1.80909,0.60029,6.66152,0.23518,0.28214,0.0,1.79374,0.52986,-2.61077,1.08472,0.29459
3015,2019-07-07 13:27:40,222.98,7.97,0.94,220.23,1.47,0.09,220.92,1.62,0.41,3.07812,0.56073,0.61988,2.89343,0.05047,0.25415,1.05017,0.55846,0.56539,-0.1562,0.33869,0.32244
3017,2019-07-07 13:28:00,223.09,2.85,0.92,220.0,10.42,0.09,220.59,4.62,0.41,1.10125,3.97055,1.76518,1.01315,0.35735,0.72372,0.4316,3.95444,1.60999,0.0,2.39831,0.91819
3018,2019-07-07 13:28:10,222.39,16.17,1.0,219.35,18.12,1.0,220.17,11.52,0.46,6.22853,6.88425,4.3931,6.22853,6.88425,2.02083,0.0,0.0,3.90072,-2.44108,-2.69806,2.17898
3019,2019-07-07 13:28:20,222.42,10.12,0.94,219.45,10.3,0.11,220.32,1.57,0.43,3.89866,3.91502,0.59912,3.66474,0.43065,0.25762,1.33012,3.89126,0.5409,-0.19783,2.35689,0.3061
3020,2019-07-07 13:28:30,222.5,8.17,1.0,219.45,18.17,1.0,220.2,9.7,0.43,3.14857,6.90639,3.69956,3.14857,6.90639,1.59081,0.0,0.0,3.34007,-1.23398,-2.70674,1.89014
3021,2019-07-07 13:28:40,222.39,2.5,0.94,219.57,1.85,0.09,220.28,1.57,0.41,0.96298,0.70357,0.59901,0.9052,0.06332,0.24559,0.32854,0.70071,0.54635,-0.04887,0.42497,0.31159
3022,2019-07-07 13:28:50,222.39,10.4,1.0,219.39,14.17,1.0,220.09,9.45,0.44,4.00598,5.38452,3.60241,4.00598,5.38452,1.58506,0.0,0.0,3.23495,-1.57002,-2.11029,1.8231
3023,2019-07-07 13:29:00,222.56,2.52,0.94,219.14,18.12,0.09,220.09,1.6,0.43,0.97142,6.87766,0.60993,0.91314,0.61899,0.26227,0.33142,6.84975,0.55066,-0.04929,4.15427,0.31162
3024,2019-07-07 13:29:10,222.2,8.72,0.93,219.48,8.3,0.12,219.98,19.07,1.0,3.35599,3.15525,7.26599,3.12107,0.37863,7.26599,1.23353,3.13245,0.0,-0.08175,1.89585,-2.84767
3025,2019-07-07 13:29:20,222.25,2.62,0.94,219.42,1.47,0.09,220.2,1.82,0.43,1.00856,0.55867,0.69414,0.94805,0.05028,0.29848,0.3441,0.5564,0.62669,-0.05118,0.33745,0.35465
3027,2019-07-07 13:29:40,222.56,2.52,0.94,219.25,18.02,0.09,220.09,1.6,0.43,0.97142,6.84313,0.60993,0.91314,0.61588,0.26227,0.33142,6.81536,0.55066,-0.04929,4.13341,0.31162
3029,2019-07-07 13:30:00,222.57,3.3,0.94,219.17,21.12,0.09,220.03,3.9,0.43,1.27216,8.01744,1.4863,1.19583,0.72157,0.63911,0.43403,7.9849,1.34188,-0.06455,4.84272,0.75937
3031,2019-07-07 13:30:20,222.42,2.75,0.94,219.39,9.27,0.09,220.12,4.57,0.41,1.05942,3.52255,1.74235,0.99585,0.31703,0.71437,0.36145,3.50825,1.58918,-0.05376,2.1277,0.90632
3032,2019-07-07 13:30:30,222.21,15.82,1.0,219.25,16.07,1.0,220.17,6.27,0.46,6.08879,6.10262,2.39104,6.08879,6.10262,1.09988,0.0,0.0,2.12305,-2.38631,-2.39173,1.18596
3033,2019-07-07 13:30:40,222.57,10.25,1.0,218.95,30.2,1.0,220.12,1.72,0.44,3.9514,11.45282,0.65577,3.9514,11.45282,0.28854,0.0,0.0,0.58888,-1.54863,-4.48857,0.33187
3034,2019-07-07 13:30:50,222.21,12.45,1.0,219.12,19.05,1.0,219.92,11.45,0.46,4.79174,7.22999,4.36145,4.79174,7.22999,2.00627,0.0,0.0,3.87261,-1.87797,-2.83357,2.16328
3035,2019-07-07 13:31:00,222.48,10.02,0.96,218.98,26.72,0.87,220.03,1.62,0.42,3.86117,10.13448,0.61739,3.70673,8.817,0.2593,1.08113,4.99682,0.56029,-0.43214,1.02493,0.31833
3036,2019-07-07 13:31:10,222.31,8.52,1.0,219.14,18.32,1.0,219.96,9.0,0.44,3.28064,6.95357,3.42884,3.28064,6.95357,1.50869,0.0,0.0,3.07909,-1.28574,-2.72523,1.73526
3037,2019-07-07 13:31:20,222.34,2.5,0.94,219.42,2.15,0.09,220.14,1.57,0.41,0.96276,0.8171,0.59863,0.90499,0.07354,0.24544,0.32847,0.81378,0.546,-0.04885,0.49355,0.31139
3039,2019-07-07 13:31:40,222.28,2.77,0.93,219.5,2.6,0.09,220.07,6.07,0.41,1.06645,0.98848,2.31372,0.9918,0.08896,0.94862,0.39198,0.98447,2.11031,-0.02598,0.59707,1.20352
3041,2019-07-07 13:32:00,222.56,11.17,1.0,219.03,32.12,1.0,220.07,2.7,0.44,4.30587,12.1854,1.02917,4.30587,12.1854,0.45283,0.0,0.0,0.92419,-1.68755,-4.77568,0.52084
3043,2019-07-07 13:32:20,222.39,4.77,0.94,219.42,13.0,0.09,220.1,4.57,0.43,1.83736,4.94061,1.7422,1.72712,0.44465,0.74914,0.62686,4.92056,1.5729,-0.09323,2.98424,0.89011
3044,2019-07-07 13:32:31,222.23,11.02,0.95,219.39,11.37,0.8,219.95,12.02,0.43,4.24175,4.32054,4.57919,4.02966,3.45643,1.96905,1.32449,2.59232,4.13423,-0.33793,0.89902,2.33956
3045,2019-07-07 13:32:40,222.25,2.77,0.93,219.42,1.45,0.09,220.0,1.7,0.41,1.06631,0.55107,0.64779,0.99167,0.0496,0.26559,0.39193,0.54883,0.59084,-0.02597,0.33286,0.33696
3047,2019-07-07 13:33:00,222.53,2.97,0.93,219.2,23.0,0.09,219.95,3.15,0.41,1.14474,8.73231,1.20004,1.06461,0.78591,0.49202,0.42076,8.69687,1.09454,-0.02788,5.27452,0.62422
3049,2019-07-07 13:33:20,222.17,17.25,1.0,219.42,5.07,0.13,220.21,6.87,0.47,6.63797,1.92684,2.62032,6.63797,0.25049,1.23155,0.0,1.91049,2.31287,-2.60154,1.15532,1.28592
3050,2019-07-07 13:33:30,222.17,20.2,1.0,219.32,12.87,1.0,220.03,13.7,0.45,7.77316,4.88897,5.22111,7.77316,4.88897,2.3495,0.0,0.0,4.6626,-3.04644,-1.91608,2.61635
3051,2019-07-07 13:33:40,222.2,13.17,0.94,219.42,1.52,0.09,220.2,1.6,0.41,5.06863,0.57767,0.61024,4.76451,0.05199,0.2502,1.72929,0.57533,0.55659,-0.2572,0.34893,0.31742
3052,2019-07-07 13:33:50,222.28,9.12,1.0,219.35,12.9,1.0,219.92,11.87,0.43,3.5112,4.90104,4.52143,3.5112,4.90104,1.94422,0.0,0.0,4.08208,-1.3761,-1.92081,2.31005
